date,new_cases_smoothed,reproduction_rate,new_tests_smoothed_per_thousand,new_vaccinations_smoothed_per_million,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,stringency_index
2021-03-27,61637.429,1.08,3.701,8667,17.7,0,61.57
2021-03-28,63199.571,1.08,3.705,8749,17.86,0,61.57
2021-03-29,65824.286,1.07,3.719,8954,18.25,0,58.8
2021-03-30,67087,1.06,3.719,9181,18.75,0,56.94
2021-03-31,64493.286,1.05,3.686,9445,19.33,0,56.94
2021-04-01,65815.857,1.05,3.684,9754,20.01,0,56.94
2021-04-02,65483.429,1.04,3.67,9679,20.55,0,56.94
2021-04-03,65595.429,1.04,3.658,9604,20.9,0,56.94
2021-04-04,64395,1.04,3.633,9412,21.01,0,56.94
2021-04-05,64570.143,1.05,3.607,9527,21.49,0,56.94
2021-04-06,64737.714,1.05,3.615,9692,22.12,0,56.94
2021-04-07,65628.143,1.05,3.651,9771,22.81,0,56.94
2021-04-08,66090.714,1.06,3.682,9749,23.57,0,56.94
2021-04-09,67604.571,1.06,3.728,10034,24.31,0,56.94
2021-04-10,68427,1.05,3.745,10286,24.8,0,56.94
2021-04-11,69788.143,1.05,3.78,10560,25.05,0,56.94
2021-04-12,69089.714,1.04,3.825,10521,25.56,0,56.94
2021-04-13,71661.714,1.03,3.85,10304,26.08,0,56.94
2021-04-14,71639.571,1.01,3.853,10017,26.66,0,56.94
2021-04-15,70757.286,0.99,3.838,9689,27.25,0,56.94
2021-04-16,70593.286,0.97,3.84,9377,27.83,0,56.94
2021-04-17,68432.143,0.95,3.838,9149,28.18,0,56.94
2021-04-18,67917.571,0.95,3.824,9033,28.36,0,56.94
2021-04-19,67394.714,0.93,3.809,8843,28.8,0,56.94
2021-04-20,64766.714,0.92,3.79,8734,29.35,0,56.94
2021-04-21,63158.429,0.9,3.781,8638,29.97,0,56.94
2021-04-22,62125.429,0.89,3.787,8529,30.59,0,56.94
2021-04-23,59184.714,0.88,3.767,8395,31.16,0,56.94
2021-04-24,59109,0.88,3.762,8329,31.52,0,56.94
2021-04-25,57803.571,0.88,3.752,8269,31.67,0,56.94
2021-04-26,55496.857,0.87,3.743,8185,32.1,0,56.94
2021-04-27,54043,0.87,3.745,8041,32.64,0,56.94
2021-04-28,52734.429,0.87,3.713,7877,33.23,0,56.94
2021-04-29,51600.571,0.88,3.679,7684,33.83,0,56.94
2021-04-30,50912.143,0.88,3.638,7519,34.38,0,56.94
2021-05-01,50031,0.88,3.6,7363,34.74,0,56.94
2021-05-02,49441.286,0.87,3.571,7315,34.91,0,56.94
2021-05-03,49771.857,0.86,3.527,7133,35.33,0,56.94
2021-05-04,48421.857,0.85,3.462,6966,35.86,0,56.94
2021-05-05,47118.714,0.83,3.441,6735,36.41,0,56.94
2021-05-06,45318.571,0.82,3.394,6509,36.96,0,56.94
2021-05-07,43936.429,0.82,3.335,6338,37.49,0,56.94
2021-05-08,42056.714,0.82,3.313,6205,37.82,0,56.94
2021-05-09,40956.571,0.82,3.296,6092,37.95,0,52.31
2021-05-10,39209.286,0.82,3.28,5937,38.31,0,52.31
2021-05-11,38154.714,0.81,3.243,5742,38.74,0,52.31
2021-05-12,36736.143,0.81,3.163,5513,39.18,0,52.31
2021-05-13,35673.429,0.81,3.114,5409,39.6,0,52.31
2021-05-14,34786.286,0.81,3.074,5385,40.03,0,52.31
2021-05-15,34083.286,0.81,3.047,5518,40.33,0,52.31
2021-05-16,33346.143,0.81,3.033,5654,40.48,0,52.31
2021-05-17,32329,0.8,3.007,5748,40.78,0,52.31
2021-05-18,31387.429,0.79,2.955,5758,41.13,0,52.31
2021-05-19,30459.571,0.77,2.884,5789,41.49,0,52.31
2021-05-20,29240.714,0.77,2.804,5678,41.84,0,52.31
2021-05-21,27326.143,0.76,2.761,5509,42.2,0,52.31
2021-05-22,25963.429,0.78,2.727,5339,42.43,0,52.31
2021-05-23,25402.429,0.79,2.708,5221,42.54,0,46.76
2021-05-24,24923.571,0.79,2.671,5006,42.77,0,46.76
2021-05-25,24309.429,0.78,2.61,4733,43.02,0,46.76
2021-05-26,23590.857,0.77,2.555,4452,43.27,0,46.76
2021-05-27,23106.429,0.74,2.52,4164,43.51,0,46.76
2021-05-28,22166.429,0.72,2.457,3851,43.75,0,46.76
2021-05-29,21035.286,0.71,2.401,3557,43.87,0,46.76
2021-05-30,20118.857,0.71,2.38,3440,43.93,0,46.76
2021-05-31,17896.286,0.72,2.21,2959,43.97,0,46.76
2021-06-01,17351.286,0.75,2.053,2886,44.21,0,46.76
2021-06-02,16225.571,0.75,2.079,2750,44.41,0,46.76
2021-06-03,15020,0.76,2.105,2708,44.66,0,46.76
2021-06-04,14397.857,0.77,2.118,2739,44.95,0,46.76
2021-06-05,14722.714,0.81,2.134,2871,45.18,0,46.76
2021-06-06,14530.714,0.83,2.138,2927,45.29,0,46.76
2021-06-07,15642.286,0.85,2.279,3301,45.51,0,46.76
2021-06-08,14534.286,0.85,2.354,3262,45.76,0,46.76
2021-06-09,14793.714,0.86,2.25,3283,46,0,46.76
2021-06-10,14279.857,0.86,2.162,3250,46.25,0,46.76
2021-06-11,15316.429,0.86,2.117,3177,46.5,0,46.76
2021-06-12,14399.429,0.85,2.092,3101,46.7,0,46.76
2021-06-13,14291.857,0.85,2.082,3048,46.79,0,46.76
2021-06-14,13965.429,0.85,2.062,2980,46.97,0,58.8
2021-06-15,13638.286,0.84,2.038,2896,47.17,0,58.8
2021-06-16,12687,0.84,2.006,2800,47.36,0,58.8
2021-06-17,12253.714,0.85,1.981,2682,47.54,0,58.8
2021-06-18,11688.286,0.87,1.95,2549,47.72,0,58.8
2021-06-19,11669.286,0.9,1.924,2413,47.83,0,58.8
2021-06-20,11620,0.92,1.919,2363,47.88,0,58.8
2021-06-21,11443.857,0.94,1.908,2212,47.97,0,61.57
2021-06-22,11453.286,0.96,1.886,2116,48.11,0,61.57
2021-06-23,11563,0.98,1.874,2027,48.25,0,61.57
2021-06-24,11949,1.01,1.861,1943,48.37,0,61.57
2021-06-25,12437,1.02,1.852,1877,48.51,0,61.57
2021-06-26,12482.429,1.04,1.85,1845,48.6,0,61.57
2021-06-27,12439.429,1.04,1.853,1841,48.64,0,61.57
2021-06-28,12879.714,1.04,1.845,1838,48.73,0,61.57
2021-06-29,12402.143,1.04,1.808,1783,48.84,0,61.57
2021-06-30,12787.857,1.08,1.771,1738,48.95,0,61.57
2021-07-01,12881.429,1.11,1.749,1698,49.05,0,61.57
2021-07-02,13618,1.12,1.717,1635,49.15,0,61.57
2021-07-03,13052.286,1.14,1.697,1574,49.21,0,61.57
2021-07-04,13003,1.17,1.664,1481,49.21,0,61.57
2021-07-05,12330.857,1.22,1.558,1413,49.28,0,61.57
2021-07-06,14444.429,1.33,1.513,1395,49.38,0,61.57
2021-07-07,15131.429,1.38,1.556,1368,49.47,0,61.57
2021-07-08,15953.571,1.42,1.591,1352,49.57,0,49.54
2021-07-09,18499.571,1.44,1.619,1357,49.67,0,49.54
2021-07-10,19173.714,1.44,1.637,1375,49.73,0,49.54
2021-07-11,20241.571,1.45,1.672,1447,49.77,0,49.54
2021-07-12,23167.143,1.47,1.793,1500,49.85,0,49.54
2021-07-13,23779.286,1.48,1.856,1476,49.93,0,49.54
2021-07-14,25343.286,1.49,1.848,1459,50.01,0,49.54
2021-07-15,26928.429,1.51,1.866,1448,50.09,0,49.54
2021-07-16,31288.714,1.53,1.892,1446,50.18,0,49.54
2021-07-17,31857.571,1.51,1.908,1445,50.24,0,49.54
2021-07-18,33082.143,1.51,1.932,1452,50.27,0,49.54
2021-07-19,35857.143,1.51,1.962,1473,50.35,0,49.54
2021-07-20,37743.429,1.5,2.032,1506,50.42,0,49.54
2021-07-21,40114.857,1.52,2.104,1549,50.5,0,49.54
2021-07-22,43621.714,1.54,2.168,1596,50.58,0,49.54
2021-07-23,49721,1.54,2.235,1648,50.67,0,49.54
2021-07-24,51813.714,1.52,2.29,1676,50.72,0,49.54
2021-07-25,52904.143,1.5,2.33,1687,50.74,0,49.54
2021-07-26,57266.714,1.49,2.384,1719,50.81,0,49.54
2021-07-27,60871.143,1.48,2.442,1761,50.88,0,49.54
2021-07-28,64565,1.48,2.519,1799,50.96,0,49.54
2021-07-29,66854.714,1.48,2.602,1829,51.04,0,49.54
2021-07-30,76948.429,1.5,2.674,1867,51.12,0,49.54
2021-07-31,79115.857,1.47,2.722,1889,51.18,0,49.54
2021-08-01,81490,1.44,2.755,1918,51.21,0,49.54
2021-08-02,85618.429,1.41,2.833,1951,51.28,0,49.54
2021-08-03,90306.143,1.4,2.932,1977,51.35,0,49.54
2021-08-04,94425.286,1.39,3.024,2002,51.43,0,49.54
2021-08-05,99730.571,1.39,3.141,2033,51.51,0,49.54
2021-08-06,108365,1.39,3.265,2065,51.6,0,49.54
2021-08-07,111097,1.36,3.367,2083,51.66,0,49.54
2021-08-08,109709.286,1.32,3.43,2093,51.7,0,49.54
2021-08-09,117056.857,1.3,3.502,2120,51.78,0,49.54
2021-08-10,119914,1.28,3.576,2136,51.87,0,56.02
2021-08-11,127351,1.26,3.667,2132,51.96,0,56.02
2021-08-12,132259.286,1.23,3.731,2137,52.06,0,56.02
2021-08-13,128677.286,1.2,3.812,2154,52.17,0,56.02
2021-08-14,130113.571,1.21,3.865,2183,52.25,0.02,56.02
2021-08-15,131821.286,1.21,3.899,2204,52.29,0.03,56.02
2021-08-16,136748.429,1.21,3.962,2242,52.4,0.05,56.02
2021-08-17,141435.714,1.19,4.034,2295,52.51,0.08,56.02
2021-08-18,143312.857,1.17,4.107,2374,52.62,0.11,56.02
2021-08-19,144902.714,1.14,4.158,2435,52.74,0.15,56.02
2021-08-20,146664.857,1.12,4.166,2503,52.88,0.18,56.02
2021-08-21,149402.714,1.13,4.186,2521,52.97,0.2,56.02
2021-08-22,149031,1.13,4.206,2517,53.03,0.21,56.02
2021-08-23,151000,1.13,4.223,2538,53.15,0.24,56.02
2021-08-24,151556.286,1.11,4.31,2550,53.27,0.27,56.02
2021-08-25,153178.714,1.1,4.417,2555,53.4,0.3,56.02
2021-08-26,157273.571,1.09,4.548,2575,53.53,0.34,56.02
2021-08-27,157193.714,1.07,4.695,2603,53.69,0.37,56.02
2021-08-28,155307.286,1.07,4.807,2623,53.8,0.39,56.02
2021-08-29,156425,1.08,4.869,2640,53.86,0.4,56.02
2021-08-30,159406.857,1.1,4.928,2642,53.99,0.43,57.87
2021-08-31,163049.857,1.08,4.998,2632,54.12,0.47,57.87
2021-09-01,164688.857,1.05,5.036,2619,54.24,0.5,52.31
2021-09-02,164028.571,1.03,5.042,2578,54.36,0.54,52.31
2021-09-03,163572.714,1,5.034,2522,54.51,0.57,52.31
2021-09-04,164589.714,0.99,5,2457,54.59,0.59,52.31
2021-09-05,166229.714,0.98,5.004,2429,54.64,0.6,52.31
2021-09-06,146912,0.96,4.731,2108,54.67,0.6,52.31
2021-09-07,151026.857,1,4.487,2100,54.81,0.63,52.31
2021-09-08,149097.286,1.01,4.487,2060,54.93,0.66,52.31
2021-09-09,147267.429,1.01,4.529,2039,55.05,0.69,52.31
2021-09-10,148230.143,1.01,4.615,2035,55.2,0.72,52.31
2021-09-11,148689.429,1.01,4.691,2051,55.29,0.73,52.31
2021-09-12,146525.857,1,4.688,2043,55.34,0.74,52.31
2021-09-13,163237.571,1,4.975,2303,55.46,0.76,56.02
2021-09-14,154099,0.98,5.184,2234,55.57,0.79,56.02
2021-09-15,153623.571,0.97,5.223,2198,55.69,0.81,56.02
2021-09-16,152545.143,0.95,5.198,2161,55.81,0.83,56.02
2021-09-17,148075.286,0.94,5.133,2104,55.95,0.86,56.02
2021-09-18,146053.286,0.93,5.074,2072,56.04,0.87,56.02
2021-09-19,145549.286,0.91,5.063,2052,56.09,0.88,56.02
2021-09-20,139949.143,0.9,5.019,2012,56.19,0.91,56.02
2021-09-21,136646.857,0.88,5.034,1979,56.29,0.93,56.02
2021-09-22,130611.571,0.88,5.005,1937,56.4,0.96,56.02
2021-09-23,126368.286,0.88,5,1900,56.49,0.99,56.02
2021-09-24,121211.286,0.89,5.001,1934,56.62,1.07,56.02
2021-09-25,119153.429,0.9,4.983,1998,56.69,1.14,56.02
2021-09-26,120515.286,0.9,4.947,2042,56.73,1.18,56.02
2021-09-27,118214.714,0.9,4.88,2186,56.8,1.34,56.02
2021-09-28,116941.714,0.89,4.86,2380,56.89,1.5,56.02
2021-09-29,115524.857,0.88,4.839,2581,56.99,1.66,56.02
2021-09-30,112859.286,0.88,4.812,2787,57.08,1.83,56.02
2021-10-01,110003,0.89,4.773,2925,57.2,2.01,56.02
2021-10-02,108259.571,0.89,4.759,2907,57.26,2.09,56.02
2021-10-03,106886.143,0.89,4.726,2888,57.3,2.13,56.02
2021-10-04,105037,0.89,4.745,2868,57.37,2.27,56.02
2021-10-05,102532.143,0.88,4.732,2818,57.45,2.43,56.02
2021-10-06,101222.571,0.88,4.718,2771,57.53,2.59,56.02
2021-10-07,99942.286,0.88,4.704,2709,57.61,2.74,56.02
2021-10-08,96627.857,0.88,4.686,2638,57.7,2.91,56.02
2021-10-09,95264.143,0.88,4.651,2598,57.75,2.98,56.02
2021-10-10,94541.857,0.88,4.618,2575,57.78,3.01,56.02
2021-10-11,87861.571,0.88,4.567,2521,57.85,3.13,56.02
2021-10-12,90059.857,0.9,4.487,2483,57.92,3.27,56.02
2021-10-13,89518.286,0.9,4.436,2429,57.99,3.41,56.02
2021-10-14,87441.714,0.89,4.426,2385,58.06,3.55,56.02
2021-10-15,84290.857,0.88,4.396,2345,58.14,3.71,56.02
2021-10-16,84431,0.88,4.378,2326,58.18,3.77,56.02
2021-10-17,83281.714,0.88,4.367,2307,58.21,3.8,56.02
2021-10-18,83686.429,0.88,4.4,2297,58.27,3.92,56.02
2021-10-19,79599,0.88,4.426,2253,58.33,4.05,56.02
2021-10-20,77192.857,0.89,4.434,2223,58.39,4.18,56.02
2021-10-21,75911.857,0.9,4.417,2200,58.45,4.32,56.02
2021-10-22,73988.429,0.9,4.373,2339,58.52,4.57,56.02
2021-10-23,72922.714,0.91,4.333,2483,58.56,4.73,56.02
2021-10-24,71135.143,0.92,4.304,2570,58.59,4.81,56.02
2021-10-25,73088.286,0.95,4.272,2866,58.65,5.12,56.02
2021-10-26,70902.143,0.96,4.255,3180,58.71,5.44,56.02
2021-10-27,72457.286,0.98,4.221,3515,58.77,5.77,56.02
2021-10-28,72056.857,0.98,4.157,3836,58.84,6.1,56.02
2021-10-29,71922.429,0.98,4.131,4010,58.91,6.47,56.02
2021-10-30,72191.429,0.98,4.109,4006,58.94,6.63,56.02
2021-10-31,74093.429,0.99,4.101,3991,58.96,6.71,56.02
2021-11-01,74189.571,1,4.059,3962,59.02,7,56.02
2021-11-02,74475.143,0.99,4.041,3937,59.08,7.31,56.02
2021-11-03,72062.571,1,4.081,3912,59.14,7.63,56.02
2021-11-04,72954.571,1.01,4.107,3924,59.2,7.96,56.02
2021-11-05,73200.714,1.02,4.124,3978,59.27,8.33,56.02
2021-11-06,73309,1.03,4.15,4069,59.3,8.49,56.02
2021-11-07,73936.571,1.04,4.244,4119,59.32,8.56,56.02
2021-11-08,73560.857,1.04,4.319,4121,59.37,8.81,50.46
2021-11-09,74954.286,1.05,4.41,4179,59.42,9.09,50.46
2021-11-10,76303.714,1.07,4.373,4267,59.47,9.4,50.46
2021-11-11,72931.143,1.08,4.357,4253,59.52,9.67,50.46
2021-11-12,79585,1.13,4.307,4287,59.58,10.02,50.46
2021-11-13,80867.571,1.12,4.305,4347,59.61,10.18,50.46
2021-11-14,80163.143,1.11,4.279,4358,59.63,10.26,50.46
2021-11-15,83496,1.11,4.285,4395,59.68,10.54,50.46
2021-11-16,84769.429,1.12,4.279,4414,59.73,10.85,50.46
2021-11-17,87302.143,1.12,4.337,4411,59.78,11.17,50.46
2021-11-18,94750.571,1.13,4.404,4490,59.83,11.5,50.46
2021-11-19,92385.143,1.11,4.479,4524,59.89,11.89,50.46
2021-11-20,92584.429,1.08,4.49,4549,59.92,12.09,50.46
2021-11-21,93710.857,1.05,4.483,4576,59.94,12.2,50.46
2021-11-22,95241.857,1.01,4.442,4688,59.99,12.55,50.46
2021-11-23,95822.571,0.99,4.349,4734,60.04,12.89,50.46
2021-11-24,95619.857,0.96,4.224,4573,60.09,13.14,50.46
2021-11-25,85598.571,0.92,3.742,3823,60.09,13.14,50.46
2021-11-26,75080.429,0.95,3.361,3453,60.14,13.35,50.46
2021-11-27,72375,1.04,3.262,3308,60.2,13.5,50.46
2021-11-28,72859.286,1.15,3.287,3285,60.25,13.59,50.46
2021-11-29,78777.714,1.24,3.37,3221,60.36,13.87,56.02
2021-11-30,82460.286,1.27,3.473,3277,60.47,14.21,47.69
2021-12-01,86145.286,1.27,3.598,3602,60.6,14.59,47.69
2021-12-02,100296.571,1.27,4.143,4511,60.71,14.98,47.69
2021-12-03,115363.714,1.25,4.638,5034,60.86,15.42,47.69
2021-12-04,121068,1.21,4.834,5284,61,15.64,47.69
2021-12-05,122786.714,1.17,4.832,5344,61.05,15.75,47.69
2021-12-06,121593.429,1.14,4.8,5415,61.15,16.08,47.69
2021-12-07,121036.857,1.12,4.827,5409,61.25,16.43,47.69
2021-12-08,122865.286,1.12,4.865,5312,61.36,16.77,47.69
2021-12-09,120813,1.11,4.812,5209,61.46,17.13,47.69
2021-12-10,120738.429,1.11,4.778,5066,61.58,17.51,47.69
2021-12-11,119339,1.11,4.752,4971,61.68,17.7,47.69
2021-12-12,118924.857,1.1,4.748,4929,61.72,17.81,47.69
2021-12-13,120044.429,1.09,4.778,4838,61.8,18.1,47.69
2021-12-14,120299,1.11,4.79,4755,61.89,18.42,47.69
2021-12-15,119394,1.14,4.82,4665,61.97,18.74,47.69
2021-12-16,121860.714,1.18,4.895,4565,62.02,19.08,47.69
2021-12-17,126795.143,1.23,4.954,4492,62.09,19.45,47.69
2021-12-18,130071.857,1.26,5.028,4434,62.14,19.65,47.69
2021-12-19,135361.143,1.29,5.125,4438,62.17,19.76,47.69
2021-12-20,143164.857,1.31,5.213,4532,62.24,20.11,47.69
2021-12-21,152350.429,1.35,5.31,4639,62.31,20.48,47.69
2021-12-22,166644.286,1.41,5.432,4701,62.38,20.83,47.69
2021-12-23,184920.429,1.44,5.56,4604,62.43,21.1,47.69
2021-12-24,192924.571,1.46,5.469,3944,62.45,21.17,47.69
2021-12-25,193921.571,1.51,5.242,3469,62.45,21.17,47.69
2021-12-26,206629.143,1.58,5.212,3400,62.48,21.25,47.69
2021-12-27,243848.429,1.64,5.278,3266,62.54,21.51,50.46
2021-12-28,269897.429,1.67,5.323,3146,62.62,21.81,50.46
2021-12-29,306789.286,1.7,5.29,3065,62.69,22.11,50.46
2021-12-30,352625.286,1.69,5.269,3092,62.75,22.38,50.46
2021-12-31,390509.143,1.65,5.365,3189,62.78,22.48,50.46
2022-01-01,405115.714,1.62,5.493,3229,62.78,22.5,50.46
2022-01-02,420449.571,1.64,5.648,3236,62.81,22.58,50.46
2022-01-03,498123.143,1.67,5.863,3112,62.87,22.78,50.46
2022-01-04,562415.857,1.63,6.12,2993,62.93,23.03,50.46
2022-01-05,585357.714,1.56,6.476,2894,63,23.28,50.46
2022-01-06,620236.143,1.51,6.817,2861,63.06,23.54,50.46
2022-01-07,671063.857,1.47,7.184,3294,63.13,23.83,50.46
2022-01-08,700897.286,1.42,7.578,3694,63.19,24,50.46
2022-01-09,729400.857,1.38,7.706,3693,63.21,24.08,50.46
2022-01-10,777709.857,1.35,7.651,3698,63.27,24.3,50.46
2022-01-11,774074.286,1.27,7.541,3651,63.33,24.53,50.46
2022-01-12,800683.429,1.21,7.421,3592,63.39,24.75,50.46
2022-01-13,804535,1.17,7.352,3519,63.44,24.97,50.46
2022-01-14,805972.429,1.13,7.32,3447,63.49,25.24,50.46
2022-01-15,807617.286,1.1,7.263,3338,63.52,25.38,50.46
2022-01-16,806869.571,1.06,7.146,3293,63.54,25.45,50.46
2022-01-17,705526,1.02,6.983,3112,63.58,25.58,50.46
2022-01-18,754513.714,1.05,6.945,2980,63.64,25.74,50.46
2022-01-19,762987.143,1.03,6.967,2840,63.69,25.9,56.02
2022-01-20,744560.286,0.99,6.877,2689,63.74,26.05,56.02
2022-01-21,739043.429,0.96,6.732,2522,63.79,26.23,56.02
2022-01-22,723979.857,0.92,6.601,2449,63.82,26.34,56.02
2022-01-23,707598.857,0.89,6.505,2423,63.84,26.39,56.02
2022-01-24,742869,0.85,6.427,2407,63.88,26.51,56.02
2022-01-25,652141,0.8,6.147,2324,63.93,26.63,56.02
2022-01-26,611579.286,0.79,5.776,2245,63.99,26.75,56.02
2022-01-27,579228.429,0.77,5.454,2183,64.04,26.87,56.02
2022-01-28,546843,0.75,5.202,2131,64.1,27.02,56.02
2022-01-29,529062.714,0.73,4.98,2069,64.14,27.08,56.02
2022-01-30,505199.429,0.69,4.818,2041,64.15,27.12,56.02
2022-01-31,451093.857,0.66,4.7,1971,64.2,27.21,56.02
2022-02-01,427057.571,0.63,4.647,1888,64.25,27.29,58.8
2022-02-02,384945,0.61,4.578,1795,64.29,27.37,58.8
2022-02-03,351919.571,0.61,4.404,1681,64.34,27.44,58.8
2022-02-04,314899.571,0.61,4.244,1555,64.39,27.53,58.8
2022-02-05,301668,0.6,4.206,1541,64.43,27.59,58.8
2022-02-06,285293.429,0.59,4.153,1518,64.45,27.61,58.8
2022-02-07,257425.714,0.58,4.15,1456,64.49,27.68,58.8
2022-02-08,241497.143,0.57,4.096,1411,64.53,27.74,58.8
2022-02-09,221380.714,0.55,3.955,1387,64.57,27.81,58.8
2022-02-10,206574.857,0.55,3.9,1381,64.61,27.87,58.8
2022-02-11,185742,0.55,3.867,1367,64.66,27.96,58.8
2022-02-12,180782.286,0.55,3.769,1328,64.69,28,58.8
2022-02-13,177178.857,0.54,3.714,1302,64.71,28.02,58.8
2022-02-14,152048.571,0.53,3.608,1243,64.74,28.06,58.8
2022-02-15,137304.286,0.52,3.572,1200,64.77,28.11,58.8
2022-02-16,126776.714,0.52,3.604,1159,64.8,28.17,58.8
2022-02-17,116831.286,0.53,3.624,1116,64.84,28.22,58.8
2022-02-18,107652.857,0.55,3.607,1074,64.88,28.29,58.8
2022-02-19,104713.857,0.55,3.609,1046,64.9,28.33,58.8
2022-02-20,99668.286,0.54,3.591,1046,64.91,28.35,58.8
2022-02-21,87226.286,0.54,3.477,1036,64.94,28.39,58.8
2022-02-22,84102.286,0.56,3.328,1013,64.97,28.43,58.8
2022-02-23,79845.571,0.57,3.2,984,64.99,28.48,58.8
2022-02-24,74878.857,0.58,3.079,950,65.02,28.52,58.8
2022-02-25,64781.857,0.6,2.976,894,65.05,28.57,58.8
2022-02-26,67058,0.62,2.892,879,65.07,28.61,58.8
2022-02-27,66376.143,0.63,2.876,866,65.07,28.62,58.8
2022-02-28,68663.857,0.63,2.948,863,65.1,28.66,53.24
2022-03-01,62564,0.61,2.971,832,65.12,28.7,53.24
2022-03-02,58038.143,0.59,2.925,796,65.14,28.73,53.24
2022-03-03,55409,0.59,2.908,764,65.16,28.76,53.24
2022-03-04,52084.286,0.6,2.876,731,65.18,28.8,53.24
2022-03-05,47440,0.61,2.858,705,65.2,28.83,53.24
2022-03-06,46404.429,0.63,2.827,690,65.21,28.84,53.24
2022-03-07,41349.857,0.65,2.782,646,65.22,28.86,53.24
2022-03-08,38934.286,0.65,2.748,621,65.24,28.89,53.24
2022-03-09,36641.429,0.66,2.699,601,65.25,28.91,53.24
2022-03-10,36330.429,0.69,2.613,583,65.27,28.94,53.24
2022-03-11,36104.714,0.71,2.58,557,65.29,28.97,53.24
2022-03-12,35464.143,0.71,2.561,540,65.3,28.99,53.24
2022-03-13,35433.143,0.71,2.555,534,65.31,29,53.24
2022-03-14,31336.714,0.73,2.498,526,65.32,29.02,53.24
2022-03-15,30735,0.77,2.356,519,65.34,29.05,53.24
2022-03-16,31827.143,0.82,0,514,65.35,29.07,58.8
2022-03-17,32742,0.83,0,504,65.36,29.1,0
2022-03-18,30427.429,0.82,0,494,65.38,29.13,0
2022-03-19,30492.429,0.81,0,489,65.39,29.14,0
2022-03-20,29892,0,0,475,65.39,29.15,0
2022-03-21,31449.143,0,0,404,65.39,29.15,0
2022-03-22,31086.429,0,0,0,0,0,0
